Year,Sqft,Bedrooms,Bathrooms,Floors,Price
2014,3360,5,1.5,2,804995
2005,3120,4,3.25,2,799000
1904,2180,3,2,1,785000
2000,2110,4,2.5,2,772000
2003,3120,4,2.5,2,730100
2006,2830,5,2.75,2,725000
1926,2050,3,2,1,724800
1947,2020,2,1,1,720000
2009,3200,5,2.5,2,675000
1977,3690,5,3.25,2,655000
1983,3160,4,2.5,2,645000
1921,1720,3,2.25,1.5,620000
2003,2170,3,2.5,2,619500
2005,2720,3,2.5,2,619000
2008,2134,3,2.5,2.5,611000
1909,910,2,1,1,605000
1987,1290,3,2.25,2,605000
2013,1520,3,2.25,3,565000
1990,2260,2,2,1,551000
1920,1140,1,1,1.5,540000
1931,1260,3,1.5,1.5,523000
2003,2370,3,2.5,2,522500
2006,1310,2,2.5,2,500000
1900,1450,3,2,1.5,490000
1937,1160,2,1,1,490000
2009,2430,4,2.5,2,480000
1926,1560,3,1.75,1.5,451000
1977,2270,4,2.25,1,446000
1984,1990,3,2.25,2,445000
2010,1970,3,3,1,445000
1992,2320,3,2.5,2,437500
2001,2280,4,2.5,2,433000
1956,2150,3,1.75,1,430000
1988,2670,3,2.5,1,425000
1990,1800,3,2.5,2,408200
1973,2740,3,2.5,2,400000
1981,1180,3,1.75,1,385000
2007,1860,3,3.25,3,379950
2005,1410,3,2.25,2,377500
2007,1100,3,1.5,2,375000
2005,2790,4,2.5,2,375000
1972,1370,4,1.5,1,370000
1982,1726,3,1.75,2,363750
1942,700,1,1,1,350000
2009,2440,4,2.5,2,350000
1962,1980,4,1,1.5,345000
1944,1260,3,1,1,342000
2012,1480,3,2.5,2,341000
1951,1250,3,1,1,340000
1960,1170,3,1.5,1,330000
1977,1760,3,2,1,317000
2003,2340,4,2.5,2,314000
1978,2060,3,2.25,1,306500
2005,1870,3,2.5,2,306000
1954,830,2,1,1,282613
1987,1480,3,2.5,2,275000
1955,1510,4,2,1,254000
1985,1070,2,1.5,1,252700
1966,1900,3,2,1,250000
1982,1440,3,2.25,1,249000
1986,1850,4,3.5,2,248000
1941,870,2,1,1,245000
1948,1530,4,1,1.5,245000
1941,1460,5,1,2,239950
1979,1860,4,2.25,1,239900
2004,1020,3,2,2,238000
1978,1730,5,1.75,1,205000
1940,1000,3,1,1,180000
1955,1010,2,1,1,174500
1944,1700,3,2,1,410000
1954,1940,3,2,1,732000
1985,2060,4,2.5,1,575550
1994,2130,3,2.5,1,534640
1944,1360,2,2,1,488000
1986,2480,3,2.5,2,415000
1987,1410,3,2.25,1,352500
1994,1970,5,2.5,2,297000
1912,5340,5,3.75,2.5,2100000
1988,5010,4,3.25,2,1470000
2008,3410,4,3.5,2,1410000
1967,3190,4,2.5,1,1220000
1914,2240,4,3,1.5,1190000
1951,2430,2,1.75,1,1000000
1932,2200,3,1.5,1.5,924000
1921,2730,4,2.75,1.5,885000
1979,4180,5,3.25,2,869000
1937,2640,4,3.5,2,850000
2011,2380,2,2.5,1,818000
1988,3480,4,2.5,2,810000
1907,3370,5,2,1.5,762000
1993,2660,4,2.5,2,755000
2013,3430,4,2.5,2,749950
1912,2010,3,1.75,1,700000
1940,1610,3,2,1.5,690000
2007,1540,2,2.25,3,640000
1998,2460,4,2.5,2,611000
1973,3290,5,1.75,1.5,602000
1928,1420,2,2,1.5,592500
1977,2030,3,2.25,1,588000
2013,2500,4,2.5,2,575000
1984,2030,3,2.25,1,572500
1979,2110,4,2.25,2,565000
1945,1660,4,1,1.5,560000
1997,2320,3,3.5,2,530000
1979,2420,4,1.75,1,525000
1974,1890,3,1.75,1,524950
2008,1680,3,2.5,2,518000
1901,1690,4,2,1.5,487250
1926,1500,3,1,1.5,485000
2004,1260,2,2.25,3,485000
1908,2200,3,1.75,2,485000
2005,1450,3,2.25,2,482500
2005,3370,4,3.5,2,480000
2005,1350,3,2.5,3,477000
1929,1490,2,1,1,475000
1968,3060,4,2.5,1,475000
1967,1630,3,1.75,1,464000
1928,1710,3,1.5,1.5,462000
1966,1250,5,1.75,1,462000
1926,1060,2,1,1,461000
1978,2190,5,2.75,1,446000
1967,1800,3,1.75,1,442500
1906,1010,2,1.5,1.5,440000
2009,2200,3,2.5,2,433500
1995,1920,3,2.5,2,429000
1924,770,2,1,1,413500
1966,2500,4,2.75,2,411000
1999,2490,4,2.5,2,390000
2014,1690,3,2.5,2,386591
1999,1670,3,2.5,2,373000
1908,1660,2,1.5,1,368000
1945,700,2,1,1,367000
1945,2070,4,2.75,1,366500
1960,1290,3,1,1,359950
1985,1640,3,2.25,2,350000
2003,1830,4,2.5,2,339000
1906,1580,4,2,2,333000
1990,2680,3,2.5,2,320000
1976,2310,4,1.75,1,319950
1960,1370,3,1,1,307000
1981,1610,3,1.75,1,305000
2007,2100,5,3,1,298450
1978,2170,3,2.75,1,296500
1988,1700,4,2.5,2,290000
1962,2120,5,1.5,1.5,290000
1955,2080,4,1.75,1,285000
1982,810,1,1.5,2,285000
1993,1270,3,2.5,2,280000
2005,1720,3,2.5,2,280000
1980,1120,2,1,1,256500
1953,1310,4,1.5,1,251200
1986,1580,3,2.25,2,247000
2005,1470,2,2,2,241000
1981,910,2,1,1,225000
1979,1610,2,2.25,2,215000
1970,970,3,1,1,215000
1942,1080,3,1,1,210000
1942,930,2,1,1,141800
1954,950,3,1,1,137000
1941,680,2,1,1,110700
1962,4460,4,3.5,1,1800000
1926,3300,4,3.75,1.5,1740000
1957,3400,3,1.75,1,1690000
2001,4380,4,3.5,1,1300000
1970,2850,4,2,1,1280000
1995,4560,4,3.5,1,1210000
1919,2880,6,3,2,1130000
1939,2390,3,2,2,1100000
1926,2620,4,2.75,1.5,978000
2008,3120,4,3.5,2,953007
1967,2260,4,2.25,1,925000
1938,3500,4,2.25,1,879950
2014,3160,4,2.75,2,860000
1915,1570,3,1.5,2,792000
2009,3070,4,3.5,2,785000
2014,1640,3,2.25,3,772000
1976,2560,4,2.25,1,765000
1987,2450,4,1.75,1,760000
1952,2150,6,2,1,755000
1992,2770,3,2.5,2,749950
2004,3230,4,2.5,2,730000
1923,1790,2,1,1,710000
1921,1680,4,1,1.5,700000
2006,2650,4,2.5,2,699000
1954,2690,4,3,1,675000
1987,1990,3,2.25,2,675000
1982,2150,4,2.5,2,639000
2007,3550,4,2.5,2,625000
2004,2480,3,2.5,2,620000
1992,1700,3,2.5,2,619500
1965,2820,4,2.75,1,615000
2014,2660,3,2.5,2,599950
1977,2890,5,2.25,2,598000
1926,1280,4,1.75,1,575000
1908,1540,2,1.75,1,570000
1987,3050,3,2.5,1,555000
2001,2830,3,2.5,2,551000
1941,1540,3,1.5,2,525000
1942,2680,4,3.5,2,520000
1967,1820,4,2,1,519900
2006,2670,4,2.5,2,515000
1963,2020,3,2,1,507500
2008,1210,3,2.5,3,500000
1989,3200,5,3.5,2,499950
1925,2090,4,1.75,1.5,494000
1946,1910,3,1,1,490000
2015,4460,5,3.5,3,490000
1951,1480,2,1.75,1,483945
1986,2050,4,2.75,1,480000
2008,1260,3,2.5,3,479000
1950,1650,4,1.75,1,475000
2005,1270,3,2.25,2,467000
1976,2140,1,2.25,1,458000
1900,1210,4,1,1.5,452000
1953,2060,3,1.5,1,450000
1948,1300,2,1.75,2,440000
2007,1270,3,1.5,3,440000
2003,2010,3,2,2,439000
1906,1200,3,1.75,1,430000
2004,2800,4,2.5,2,426000
1941,1940,4,1.75,1,423000
1943,1050,2,1,1,415000
2008,1970,3,2.25,2,415000
2014,1800,3,2.5,2,409316
2001,2430,5,2.5,2,405000
1945,1730,2,1,2,396675
1920,1080,3,1.5,1.5,395000
1965,1770,4,2.25,1,390000
1929,1320,4,1,1.5,387500
2012,1230,2,2.25,2,387000
1959,1490,3,1.5,1,385000
2003,1700,3,2.5,2,384000
2002,2800,4,3,2,380000
2008,1690,3,1.75,2,380000
1947,1150,2,1,1,376000
1922,1590,4,1.75,2,372500
1999,2220,4,2.25,2,350000
1903,2800,5,3.5,2.5,345600
1954,1240,3,1.5,1,345000
1967,1060,3,1,1,335000
1948,860,2,1,1,330000
1959,1180,3,1,1,330000
2013,2303,4,2.5,2,329995
2004,2170,3,2.5,2,329900
1947,1600,4,2.5,1,329000
1966,1880,6,3,1,326000
1959,1870,4,2.25,1,325000
1965,1480,3,1.75,1,320000
1987,1400,3,2.25,1,315000
1955,790,2,1,1,315000
1918,1092,3,1,1.5,309000
2009,1590,2,2.5,2,305000
1955,1090,3,1,1,300000
1967,2120,3,1,1,300000
1978,2860,6,5.25,2,300000
1950,910,3,1,1,299950
1964,1560,3,1.75,1,291000
1969,1280,3,1.75,1,290000
2002,2090,3,2.5,2,289000
1983,1860,4,2.5,1,288400
1906,870,2,1,1.5,271310
1953,790,2,1,1,268500
1982,1570,3,1.75,2,263000
1989,1990,4,2.5,2,260000
1990,1490,3,2,1,259900
1957,1320,3,1,1,259000
1978,1960,4,2,1,250000
1961,2500,4,1.5,1,250000
1943,1770,2,1,1.5,243000
1967,1650,3,1.5,1,219950
1950,2180,4,1.75,1,210000
1978,1700,4,2,1,206000
1967,1050,3,1,1,200000
2007,820,1,1,1,194000
1926,950,2,1,1,192500
1969,1140,3,1.75,1,120750
2005,5305,5,4.75,2,2700000
2007,3690,3,3.25,2,1580000
1992,4460,3,2.5,2,1550000
1909,3660,4,3.25,2.5,1510000
2008,3240,4,2.5,2,1220000
1978,2760,3,2.25,2,1190000
2007,3810,4,3.25,1,1130000
1987,1890,2,1.75,2,1070000
2009,3880,3,4,2,1030000
1926,2290,4,2.75,2,1000000
1977,4850,5,4,2,975000
1963,2790,4,3.25,1,970000
2006,5330,5,3.75,2,950000
1973,2876,5,3,1,895000
1998,3488,4,2.75,2,815000
1998,2830,4,2.75,2,744000
2000,2020,3,2.5,3,720000
2001,3400,4,2.5,2,712000
1996,3010,4,2.5,2,700000
2006,2780,4,3.25,2,700000
1972,2550,4,2.75,1,691000
1964,2340,4,2.5,1,668750
1994,2350,4,3.5,2,655000
1948,2750,4,2.25,1,635000
1986,2630,4,2.5,2,625000
1988,2450,4,2.75,2,619420
2001,2360,4,2.5,2,600000
1987,2230,3,2.25,2,600000
1998,2910,4,2.5,2,589000
1999,2540,3,2.5,2,567000
1998,2020,3,2.25,2,556000
2007,1960,3,3,2,556000
1931,3010,5,3.25,1.5,542500
1983,1300,3,1.75,1,540000
2007,1470,3,2,2,540000
1994,1900,4,2.5,2,535800
1939,1030,2,1,1,535000
1998,2100,3,2.75,2,525000
1948,1450,3,1,1,525000
1992,3290,4,2.5,2,520000
1990,1900,3,2.5,2,512500
1997,2380,3,3.5,2,495000
1909,1790,4,2,1,475000
1945,1660,4,2,1,452000
1940,1200,2,1,1,450000
1979,2080,4,2.25,1,442000
1906,1150,3,1,1,430000
1994,2550,3,2.75,2,430000
1985,2420,3,2.5,2,429000
1945,960,1,1,1,420850
2007,1440,3,2,1,413800
1962,2470,3,1.75,1,405000
1967,1540,3,1.75,1,396450
2003,1445,3,2.25,2,389999
1961,1540,3,2,1,385500
1990,2880,5,2.25,2,382000
1961,2000,3,1.75,1,374000
1988,2150,3,2.5,2,368250
1909,850,2,0.75,1,360000
2009,1530,3,2.5,3,360000
1969,980,3,1.5,1,350000
2002,1800,4,2.75,1,344500
2014,2220,4,2.5,2,334990
1995,1800,3,2.25,2,332500
1969,1250,3,1,1,330000
1947,990,3,1,1,325000
1978,2000,4,2.25,1,318989
1949,970,2,1,1,300000
2002,2720,3,2.5,2,299900
1925,790,2,1,1,299800
1997,1870,3,2.25,2,288400
1935,2380,3,1.75,1.5,285000
1993,2030,3,2.5,2,275000
1957,1390,3,1.75,1,270000
1977,2220,6,2,1,260000
1969,1990,3,2.5,1,256750
1973,1060,3,1.5,1,255000
1984,1170,3,2,1,250000
1947,1140,2,1,1,249900
1953,1780,3,1.5,1,246000
1993,1330,2,1.75,1,240000
1941,1930,5,2,1.5,230000
1940,1396,2,1,1,225000
1956,1060,3,1,1,220000
1993,2160,4,2.5,2,220000
1956,1020,3,1,1,218000
1916,1240,3,1,1,210000
1945,1310,4,1,1.5,200000
1950,2030,4,2,2,199000
1981,1380,3,1.75,1,195000
1972,1080,2,1,1,195000
1980,1100,2,1.75,1,189650
1962,1230,3,1.75,1,175000
1966,1010,3,1,1,150000
2008,5060,4,5.5,2,2150000
1966,3160,3,2.5,1,1600000
1973,1610,3,1.75,1,1180000
1987,2890,3,2.75,2,1170000
1996,6040,6,4.5,2,1150000
1976,3600,4,3,1,1080000
1983,3440,4,3.25,2,1050000
1988,3030,4,2.5,1.5,1050000
2007,3860,4,3.75,2.5,1050000
1996,4260,4,3,2,1000000
1912,2080,4,2.75,1.5,940000
1907,1660,3,1.5,2,926300
1963,3340,4,3.25,1.5,910000
1923,3090,4,3.25,2,850000
1950,2410,4,2.75,1,805000
1987,2350,4,2.5,2,770000
1998,2930,4,2.5,2,749000
1916,2000,3,2,1,677000
1996,2600,4,2.5,2,665000
2010,2450,3,2.5,2,660000
1989,2670,3,2.5,2,657500
1954,2740,4,1.75,1,657000
1999,2860,4,2.5,2,655000
1947,2260,4,1.75,1,648360
1977,3240,4,2.5,1,635700
1984,2060,3,1.75,1,625000
2000,2980,4,2.5,2,622500
1981,2750,4,2.75,1,604700
1908,1650,3,1.75,1,600000
1968,2170,4,3,1,592500
1950,3000,4,1.75,1,585000
1977,2350,4,2.25,1,555000
2002,1670,3,2.25,2,505000
1948,2860,2,1.75,1,503000
1904,1560,2,1.75,1,494400
1907,1640,4,2,2,492000
1978,2230,5,2.25,1,482000
1983,3250,4,2.25,2,480000
1981,1820,3,2.25,1,475000
2007,1470,3,2.25,2,432000
1982,2200,3,2.75,1,432000
2008,1900,3,3.5,2,431500
1990,3220,4,3,2,430000
2007,1520,2,2.5,2,430000
2006,1950,3,2.25,1,408000
1942,1040,3,1,1,400000
1983,590,2,1,1.5,398000
1991,3140,4,2.5,2,389950
1956,1250,3,1,1,385000
2011,1230,2,2.5,2,380000
2013,2420,5,3.5,2,380000
1918,800,2,1,1,373500
1965,3150,4,2.75,1,370000
1922,1100,3,1,1.5,361000
2008,1360,3,1.5,3,359000
1977,1060,2,1.75,1,356000
2005,1280,3,2.25,3,355000
1979,1060,2,1,2,353250
2008,550,1,1,2,353000
2014,2052,4,2.5,2,349900
1966,1220,3,1,1,348580
1951,1070,3,1,1,337000
1986,2000,5,2.25,1,330000
2005,3150,4,3.5,2,330000
1994,1750,3,2.5,2,324000
2010,1347,3,2.25,3,321000
1978,1110,3,2,1,320000
2007,998,3,2.25,2,320000
1949,1070,2,1,1,319950
1976,2320,3,1.5,1,307000
1942,2200,4,1.75,1.5,305000
1954,1860,3,3,1,301350
1943,2040,6,2,1,300000
2006,2760,5,2.5,2,300000
1978,980,4,2,1,295000
1962,1170,1,0.75,1,275000
1990,1990,4,3,2,273000
2005,840,2,1.5,2,270000
2011,1550,3,2.5,2,259000
1998,2570,4,2.75,2,254500
1959,940,2,1,1,249950
1967,1580,4,2,1,245000
1988,1980,4,2.5,2,243500
1973,1720,4,2.25,1,240000
1938,740,2,1,1,235750
1956,910,3,1,1,219900
1969,870,3,1,1,180000
1922,1400,2,1,1,180000
1962,1740,4,1.5,1,180000
1998,1160,2,2.5,2,168000
1954,820,2,1,1,150000
1990,4390,4,3.5,2,1610000
1988,3370,4,3,1,1330000
2003,4740,4,3.5,2,1200000
1983,4380,3,4,2,1050000
1967,3680,4,3,1,980000
1999,3400,5,3.25,2,950000
1952,2840,4,2,1,945000
1976,2530,4,2.25,1,902000
2000,4080,3,3.5,1.5,900000
1993,4220,4,3.5,2,799950
2005,3500,4,2.75,2,788600
1991,2380,4,2.5,2,782000
1984,2390,3,2.5,2,735000
1987,2560,4,2.5,2,675000
1951,1590,4,2,1,670500
1966,1800,3,2.75,1,665000
1926,1240,3,1.75,1.5,662990
1940,2290,4,4,1.5,661254
1951,2250,4,2.75,1,648475
1926,1620,3,1.75,1,641000
1984,2600,3,2.5,1,625000
1951,1230,3,1,1,607000
1947,1500,3,1,1,606000
1926,1960,3,2.75,1.5,599000
1924,1030,2,1.5,1,595000
1931,1670,3,2,1.5,585000
2008,1620,3,2.5,3,580000
1991,3840,5,2.5,2,556000
1965,3510,4,2,1,554820
1919,1430,3,1,1,552000
1992,2510,3,2.5,2,550000
1959,1830,3,2,1,550000
1987,2830,4,3,2,549900
1994,2210,3,2.5,2,535000
1951,1814,4,1.75,1,530000
1999,820,1,0.75,1,527550
1992,1680,3,1.75,1,526000
1941,1680,2,1,1,515000
1924,1140,2,2,1,498000
1910,1280,3,1,1.5,478000
1973,1620,3,1.75,1,467100
1967,2430,4,2.75,1,465425
1925,1120,3,1.75,1.5,464600
1919,1300,3,1.75,1,462000
1939,1670,3,1,1.5,460000
1923,1560,3,2,2,449950
1987,1630,3,2,1,445000
1965,2560,4,2.5,1,440000
2002,2380,4,2.5,2,439950
1966,1830,4,1.75,1,433000
1963,1110,3,1.5,1,416000
1983,1650,3,2,1.5,410000
1989,4060,4,3,1,404000
2005,1540,3,2,2,402000
1911,2420,3,1.75,2,399500
1993,2440,4,2.5,2,388000
1942,1800,3,1,1,383000
1940,800,2,1,1,379000
1942,2120,5,1.75,1,377691
2006,750,2,2.5,2,375000
2006,1270,3,2,3,360000
2007,1220,3,2,3,355000
1964,1370,3,2,1,354800
1947,1010,3,1,1,350000
1983,1750,4,2.5,1,335000
1965,2210,4,2.5,1,334000
1952,1920,3,1,1,325000
1946,780,2,1,1,306000
2001,1960,4,2.5,2,300000
1947,1340,2,1,1,300000
1979,1930,4,1.5,2,275000
1988,1620,3,1.75,1,258000
1984,1490,3,2,1.5,255000
1943,1450,4,1,1,244000
1970,1810,4,2.5,1,235000
2007,1140,2,1,1.5,235000
1975,1300,2,1,1.5,225000
1982,960,3,1,1,218000
1966,1350,4,1,1,200000
1958,1300,2,1,1,175000
1955,1700,3,1,1,149000
1967,1080,3,1,1,132500
1943,580,2,1,1,90000
1912,430,1,0.75,1,80000
2004,4580,5,4,3,2000000
1998,5584,4,4.25,2,1680000
2005,3670,4,2.5,2,820000
1924,1010,2,1,1,501000
1989,1740,3,2.5,2,496700
1924,1370,3,1,1.5,479000
2007,2460,3,2.5,2,440500
1979,1960,4,1.75,1,372000
1996,2670,4,1.5,2,347000
1994,1260,3,1.75,1,245000
1943,720,2,1,1,199000
1981,2980,3,3,1,675000
1955,1620,3,2.5,1,355300
1984,2630,4,3.5,1.5,325000
2003,1560,3,2.5,2,295000
1991,1570,3,1.75,1,195000
1989,2130,3,2,1,880000
2004,2700,4,2.5,2,690000
1976,2730,2,1.5,1,460000
1956,1690,3,1.5,1,379950
2001,1780,3,2.5,2,370000
2009,2100,4,2.5,2,346000
1960,1140,3,1,1,276000
1972,1140,3,1,1,172500
2000,4060,4,3.25,2,1800000
2009,4590,5,4.5,2,1710000
1937,3080,4,3.5,2,1660000
1985,3790,3,3.25,2,1600000
1927,3070,4,3.75,2,1570000
1997,3160,4,3.75,2.5,1380000
2004,5940,4,3,2,1150000
1926,2640,3,2.75,1.5,1100000
1921,2920,4,2.5,1,1050000
1932,2510,3,2.25,1.5,994000
1964,3480,5,3,2,970000
1951,3250,3,3.75,2,967500
2005,3720,5,4,2,960000
1978,2290,4,2.25,2,949880
1991,3720,4,3,2,857000
1978,1850,4,2.5,1,830000
1952,2680,4,2.5,1,800000
1925,2520,3,3,1.5,780000
2009,3330,4,2.5,2,760000
2014,2610,3,2.5,2,754950
1902,1880,2,2,1.5,751750
2004,3390,5,2.75,2,735000
2004,2330,3,2.5,2,732000
1951,1840,3,2,1,730001
1990,2740,4,2.5,2,725000
1940,2500,3,1.5,1.5,725000
2002,2160,2,2.5,1,715000
1913,3000,4,3,1.5,688000
2001,2810,3,2.5,2,685000
1940,2540,3,2.5,2,675000
2005,2710,3,3.5,2,627000
1979,2370,3,2.25,2,587000
1983,1850,3,1.75,1,585000
1977,1930,3,1.75,1,570000
2001,4850,5,4.5,2,569950
1940,1960,4,4.25,2,540000
1951,1040,2,1,1,535000
1921,2340,4,2.5,2,535000
1924,1210,3,1,1.5,529000
1977,2310,3,1.75,1,527500
1926,2750,5,3,1.5,525000
2005,3200,4,2.5,2,515000
1988,1760,3,2.25,2,500000
2014,1820,3,3.5,2,499950
1956,1940,4,2.25,1,495000
2013,1750,3,2.5,3,495000
1985,1590,3,2.5,3,488000
1943,1150,3,1,1,480000
1978,1720,4,2.75,2,477000
1984,1230,3,2,1,475000
1991,3400,4,3.5,2,475000
1942,1160,2,1,1,468000
1967,1560,3,2,1,465000
2006,1600,3,3.5,2,460000
1925,1840,3,1.75,1,457500
1998,2420,3,2.5,2,455600
1975,1460,3,2,1,455500
2009,2510,4,3.25,2,450800
1999,2520,4,2.5,2,450000
2003,1870,3,2.5,2,445830
1961,1650,3,1.75,1,438000
1928,1270,3,1,1.5,435000
1910,920,2,1,1,427000
1964,1950,3,2.25,1,415000
1961,1900,5,1.5,1,415000
1949,1980,3,1.75,1,405000
1942,910,2,1,1,405000
1940,1470,2,1,1,400000
2009,1296,3,3,3,399950
1979,2870,4,2.5,2,399000
1962,2330,5,2,1,389000
1973,1440,3,1.75,1,375000
1965,2000,3,1.5,1,375000
2009,1280,2,2.25,2,370000
1954,1050,3,1,1.5,360000
1954,1570,3,1,1,360000
2003,1810,4,2.25,2,355000
2005,1180,2,1.5,2,345000
1941,2330,4,2,1,344950
1955,1360,4,1,1,330000
1964,1600,3,1,1,329000
1970,1810,3,1,2,326500
1942,880,2,1,1,326100
1983,1780,3,1.75,1,325000
1948,1320,3,1.75,1,313000
2003,1630,4,2.5,2,312900
2004,1255,3,1.5,3,312000
1968,2100,4,1,1,305000
1972,900,3,1,1,304000
1955,1410,5,1,1,295832
1973,3250,4,2.5,1,293000
2003,2840,5,3,1,292050
2004,1982,4,2.5,2,283200
1994,1680,3,2.5,1,282000
1943,1200,3,1,1,280000
1987,1670,3,1.75,1,274950
1967,1930,4,2,1,268000
1983,1440,3,2.5,1,265000
2014,1658,3,2.5,2,263900
2003,1630,3,2,1,260000
1955,960,3,1,1,255000
1971,910,3,1,1,244000
1961,1720,4,2.5,1,200000
1918,1180,2,1,1,160000
2000,4260,4,3,2,2000000
1959,4440,8,3.5,2,1970000
1900,2980,4,3.25,2,1400000
2005,4700,4,3.25,1,1400000
1946,3240,4,2.5,1,1290000
1951,3650,4,2.75,2,1210000
1937,1970,3,2.5,1,1180000
1950,2050,2,1.75,1,1100000
1957,3150,7,4,1,999000
1959,3610,6,2.75,1,968000
1929,2410,4,2.25,2,960000
1943,2690,3,2.5,2,925000
1950,2300,6,2.75,1.5,900000
1963,2680,5,1.5,1,898000
1917,2280,3,2.75,1,875000
1906,2520,3,2,1.5,840500
1906,3040,4,2.75,2,840000
2000,3420,4,2.5,2,840000
1924,2330,4,1.75,2,840000
1995,2510,3,2.5,2,820000
2001,2000,4,2.25,2,815000
1984,2580,4,3,2,799000
2007,3910,4,3.5,2,782000
1947,1490,3,1.75,1,745000
1923,2080,2,1.75,1,740000
1998,2920,4,2.25,2,740000
2005,2810,3,2.5,2,739000
1925,2320,2,1.75,1.5,700000
2006,4490,4,3.5,2,700000
2006,3150,4,2.5,2,681716
1907,1700,3,1,1.5,681000
1987,2190,3,2.5,2,665000
2003,2990,4,2.5,2,655000
1921,2300,3,2.5,1.5,635000
1993,2740,4,2.5,2,630000
1986,2180,3,2.25,2,621138
1960,2510,4,2,1,600000
1967,1580,3,1.75,1,600000
1917,2020,4,2.75,1,599000
1926,1650,3,2,2,590000
1932,1110,3,1,1.5,589000
1945,1940,5,2,1,580000
1978,4140,7,4.5,1,565000
2006,3160,3,2.5,2,555000
1933,1660,4,1,1,550000
1974,2230,4,2.5,1,544500
1999,1550,3,2.5,2,537000
1994,1720,3,2.5,2,535000
2004,2680,4,2.5,2,515000
1951,1400,3,1.75,1,510250
1961,2040,4,1.5,1,510000
2012,2798,4,2.5,2,499950
2003,2360,4,2.5,2,490000
1994,1980,3,2,1,479900
2000,1400,2,3.25,3,474800
1967,4250,6,3.25,1,465000
2003,1840,3,2.25,2,465000
1991,2230,4,3,2,460000
1917,1100,3,1,1,450000
1947,1610,3,1.75,1,438750
1965,1980,3,1.75,1,432500
1943,3890,3,3.75,1,430000
2005,1350,2,1.75,1,429000
1979,1680,4,2.75,1,425000
1977,1820,3,1.75,1,420000
2006,2250,3,2.5,2,395000
1949,1660,3,2,1,380000
1908,800,3,1,1,370000
1995,3090,4,2.5,2,370000
1963,1300,3,1.5,1,365000
2008,3753,4,2.5,2,363000
1920,1270,2,1,1,355000
1990,2400,3,2.5,1,355000
1940,1080,2,1,1,345000
1910,1480,4,2,1,335000
1958,1720,3,2.75,1,326000
2005,1050,2,2.5,2,325000
1993,1300,3,2,1,315000
1927,1430,3,1,1.5,310000
1984,1680,3,2.5,2,306000
1968,1160,3,1,1,305000
1954,1390,3,1,1.5,299000
1954,800,2,1,1,285000
1964,1450,4,1,1,277000
1953,1430,3,1.5,1,270000
1918,1300,3,1.75,1,270000
2007,2495,3,2.5,2,267000
1966,1430,3,1.5,1,266200
1952,1060,2,1,1,254000
1992,1480,3,2,1,254000
1968,1400,3,2,1,253400
1996,1300,3,1.75,1,245100
1999,2060,3,2.5,2,244615
1979,1310,3,1.75,1,242000
1989,1830,4,2.25,1,236000
1979,2030,3,2,1,225000
1994,1680,3,2.5,2,225000
1964,1560,3,1.5,1,224000
1946,1180,3,1,1.5,220000
1943,1320,2,1,1,215000
1983,1210,3,1.75,1,215000
2007,880,2,1.5,2,210000
1927,1700,2,2,1,189000
1986,1390,2,2,2,186950
1996,830,2,1,1,175000
1969,1100,3,1,1,168500
1949,740,2,1,1,157500
1942,720,2,1,1,151000
1910,820,3,1,1.5,150000
1948,780,2,1,1,135000
1978,1340,3,1,1,124740
1999,6980,6,4.25,3,3100000
1952,4430,4,3.25,2,2750000
1935,4730,4,3.5,1.5,2450000
1909,4960,4,4.25,2.5,1430000
1984,5960,5,3.5,2,1360000
2000,4140,4,3.5,2,950000
1991,2770,3,2.5,2,860000
1940,2280,4,2.25,1.5,820000
1967,2900,5,3.25,1,790000
1911,2170,5,3,1.5,750500
1959,1960,4,2.25,1,723000
2006,2390,3,2.5,2,695000
1990,2920,4,2.5,2,690000
1960,1940,3,1.75,1,685000
1927,2330,3,2.25,1.5,680000
2000,2620,4,2.75,2,672500
1992,2620,3,2.5,2,672000
2008,3310,4,2.75,2,658000
2008,2930,3,2.5,2,650880
2008,1730,3,3.25,2,645000
1921,1640,4,1.75,1,635200
1915,2300,4,2,1.5,619000
1999,2760,4,2.5,2,602500
1993,2930,3,1.75,1,600000
1928,1480,3,2,1,595000
1996,2440,4,2.5,2,565000
1900,2450,5,2,1,550000
1940,2600,3,1.5,1,540000
2003,1360,3,2.5,3,535000
1944,1590,3,1,1,529000
2003,2630,5,2.5,2,525000
1989,2600,3,3,1.5,525000
1929,2240,3,1.5,2,510000
1988,2590,3,2,2,503000
1916,1600,4,1,1.5,485000
1924,2110,3,1,1,475300
1965,4410,6,2.5,1,472000
1968,2590,4,2.25,1,452000
1956,2240,4,2,1,450000
2012,2320,4,2.75,2,449950
1944,1990,4,1.75,1.5,445000
1951,1260,2,1,1,436500
1985,1950,3,1.75,1,412000
1988,1240,3,2,1,405000
1963,1880,5,1.75,1,405000
1943,710,2,1,2,402000
1965,1390,4,1.5,1,400000
1987,1240,4,2.75,1,400000
1962,1930,5,2,1,400000
1955,1670,4,2,1,400000
1909,1320,2,1,1.5,395000
1952,910,2,1,1,389000
1919,810,2,1,1,367500
2011,2040,4,2.5,2,350000
1981,1700,4,1.75,1,349000
1977,2270,3,2.25,1,332000
1971,1460,3,1.5,1,329932
2006,1000,2,2.25,3,305000
1925,900,2,1,1,302000
1916,820,2,1,1,300000
1989,2080,3,2.5,2,300000
